query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bitscore	query_len	query_class	target_len	target_class	RBP-class-pair	qcov	tcov	cov	modular	is_cterm_sim
LIT_019_KL139_PROTEIN_32	LIT_025_KL25_PROTEIN_36	60.526	76	28	1	78	153	60	133	8.74e-25	104.0	822	tailspike depolymerase	633	tailspike depolymerase	Same	0.09	0.12	0.09	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_159	LIT_076_KL45KL71_PROTEIN_116	72.0	75	21	0	30	104	1	75	1.6000000000000001e-27	112.0	664	tailspike depolymerase	616	tailspike depolymerase	Same	0.11	0.12	0.11	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_159	LIT_075_KL18_PROTEIN_80	52.475	101	45	1	30	127	1	101	1.74e-24	102.0	664	tailspike depolymerase	549	tailspike depolymerase	Same	0.15	0.18	0.15	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_159	LIT_074_KL24KL54KL58_PROTEIN_66	70.312	64	19	0	30	93	1	64	7.94e-21	91.7	664	tailspike depolymerase	632	tailspike depolymerase	Same	0.1	0.1	0.1	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_159	LIT_021_KL22KL37_PROTEIN_89	70.968	62	18	0	30	91	1	62	3.22e-20	89.4	664	tailspike depolymerase	573	tailspike depolymerase	Same	0.09	0.11	0.09	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_160	REC_038_KL64_PROTEIN_43	53.165	79	37	0	78	156	168	246	1.46e-21	96.7	1531	TC10-like tail fiber in mydovirus - variant 1	1017	tailspike depolymerase	Different	0.05	0.08	0.05	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_160	REC_037_KL64_PROTEIN_43	53.165	79	37	0	78	156	168	246	1.4800000000000002e-21	96.7	1531	TC10-like tail fiber in mydovirus - variant 1	1017	tailspike depolymerase	Different	0.05	0.08	0.05	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_160	LIT_069_KL51_PROTEIN_9	53.846	65	30	0	78	142	14	78	4.73e-14	72.0	1531	TC10-like tail fiber in mydovirus - variant 1	787	tailspike depolymerase	Different	0.04	0.08	0.04	Nterminal sharing	
LIT_020_KL103KL55_PROTEIN_160	REC_009_KL19_PROTEIN_7	50.0	60	28	2	98	156	156	214	4.43e-10	58.9	1531	TC10-like tail fiber in mydovirus - variant 1	763	tailspike depolymerase	Different	0.04	0.08	0.04	Nterminal sharing	
LIT_021_KL22KL37_PROTEIN_89	LIT_073_KL23KL54KL58_PROTEIN_101	79.032	62	13	0	1	62	1	62	2.26e-24	102.0	573	tailspike depolymerase	607	tailspike depolymerase	Same	0.11	0.1	0.1	Nterminal sharing	
LIT_021_KL22KL37_PROTEIN_89	REC_020_KL23_PROTEIN_52	77.419	62	14	0	1	62	1	62	8.82e-24	100.0	573	tailspike depolymerase	607	tailspike depolymerase	Same	0.11	0.1	0.1	Nterminal sharing	
LIT_021_KL22KL37_PROTEIN_89	LIT_074_KL24KL54KL58_PROTEIN_66	77.966	59	13	0	1	59	1	59	1.49e-23	99.8	573	tailspike depolymerase	632	tailspike depolymerase	Same	0.1	0.09	0.09	Nterminal sharing	
LIT_021_KL22KL37_PROTEIN_89	LIT_075_KL18_PROTEIN_80	75.806	62	15	0	1	62	1	62	4.13e-23	97.8	573	tailspike depolymerase	549	tailspike depolymerase	Same	0.11	0.11	0.11	Nterminal sharing	
LIT_021_KL22KL37_PROTEIN_89	LIT_075_KL18_PROTEIN_78	57.143	42	18	0	2	43	3	44	3.9e-10	57.4	573	tailspike depolymerase	806	TC10-like tail fiber in mydovirus - variant 2	Different	0.07	0.05	0.05	Nterminal sharing	
LIT_024_KL25_PROTEIN_97	LIT_027_KL63_PROTEIN_55	83.158	95	16	0	55	149	59	153	1.0999999999999999e-48	177.0	657	tailspike depolymerase	799	tailspike depolymerase	Same	0.14	0.12	0.12	Nterminal sharing	
LIT_024_KL25_PROTEIN_97	LIT_029_KL14_PROTEIN_56	69.643	112	33	1	37	148	42	152	8.49e-43	160.0	657	tailspike depolymerase	902	tailspike depolymerase	Same	0.17	0.12	0.12	Nterminal sharing	
LIT_024_KL25_PROTEIN_97	LIT_030_KL136_PROTEIN_20	51.923	104	50	0	49	152	42	145	1.2e-26	110.0	657	tailspike depolymerase	772	tailspike depolymerase	Same	0.16	0.13	0.13	Nterminal sharing	
LIT_025_KL25_PROTEIN_36	REC_010_KL2_PROTEIN_73	53.684	95	39	2	60	149	78	172	2.22e-25	105.0	633	tailspike depolymerase	668	tailspike depolymerase	Same	0.15	0.14	0.14	Nterminal sharing	
LIT_025_KL25_PROTEIN_36	REC_031_KL57_PROTEIN_41	61.25	80	29	1	60	137	78	157	1.5000000000000001e-21	94.0	633	tailspike depolymerase	721	tailspike depolymerase	Same	0.13	0.11	0.11	Nterminal sharing	
LIT_026_KL102KL149_PROTEIN_33	LIT_027_KL63_PROTEIN_55	52.174	184	55	1	1	184	1	151	4.18e-51	189.0	1240	tailspike depolymerase with fiber-like elements	799	tailspike depolymerase	Different	0.15	0.23	0.15	Nterminal sharing	
LIT_026_KL102KL149_PROTEIN_33	LIT_029_KL14_PROTEIN_56	51.042	192	60	3	1	192	1	158	8.25e-47	177.0	1240	tailspike depolymerase with fiber-like elements	902	tailspike depolymerase	Different	0.15	0.21	0.15	Nterminal sharing	
LIT_027_KL63_PROTEIN_55	LIT_029_KL14_PROTEIN_56	87.662	154	19	0	1	154	1	154	7.28e-88	292.0	799	tailspike depolymerase	902	tailspike depolymerase	Same	0.19	0.17	0.17	Nterminal sharing	
LIT_027_KL63_PROTEIN_55	LIT_030_KL136_PROTEIN_20	60.109	183	54	4	1	182	1	165	3.81e-59	210.0	799	tailspike depolymerase	772	tailspike depolymerase	Same	0.23	0.24	0.23	Nterminal sharing	
LIT_027_KL63_PROTEIN_55	LIT_028_KL102KL149_PROTEIN_53	52.174	184	55	1	1	151	1	184	5.19e-51	188.0	799	tailspike depolymerase	1240	tailspike depolymerase with fiber-like elements	Different	0.23	0.15	0.15	Nterminal sharing	
LIT_028_KL102KL149_PROTEIN_53	LIT_029_KL14_PROTEIN_56	51.042	192	60	3	1	192	1	158	1.13e-46	176.0	1240	tailspike depolymerase with fiber-like elements	902	tailspike depolymerase	Different	0.15	0.21	0.15	Nterminal sharing	
LIT_029_KL14_PROTEIN_56	LIT_030_KL136_PROTEIN_20	64.901	151	42	1	1	151	1	140	4.0799999999999994e-54	196.0	902	tailspike depolymerase	772	tailspike depolymerase	Same	0.17	0.2	0.17	Nterminal sharing	
LIT_029_KL14_PROTEIN_56	LIT_077_KL9_PROTEIN_74	50.0	82	41	0	70	151	131	212	1.24e-19	88.6	902	tailspike depolymerase	617	TC12-like tail fiber in podovirus	Different	0.09	0.13	0.09	Nterminal sharing	
LIT_030_KL136_PROTEIN_20	LIT_077_KL9_PROTEIN_74	74.074	108	27	1	60	167	132	238	2.31e-44	164.0	772	tailspike depolymerase	617	TC12-like tail fiber in podovirus	Different	0.14	0.18	0.14	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_039_KL22_PROTEIN_49	69.076	249	76	1	1	249	1	248	2.67e-119	365.0	530	HRP29 tail-like variant 1	780	tailspike depolymerase	Different	0.47	0.32	0.32	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_034_KL22_PROTEIN_51	69.076	249	76	1	1	249	1	248	6.05e-119	363.0	530	HRP29 tail-like variant 1	744	tailspike depolymerase	Different	0.47	0.33	0.33	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_033_KL22_PROTEIN_48	68.675	249	77	1	1	249	1	248	6.18e-119	363.0	530	HRP29 tail-like variant 1	744	tailspike depolymerase	Different	0.47	0.33	0.33	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_038_KL22_PROTEIN_51	68.273	249	78	1	1	249	1	248	6.81e-118	361.0	530	HRP29 tail-like variant 1	780	tailspike depolymerase	Different	0.47	0.32	0.32	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_044_KN2_PROTEIN_8	64.679	218	58	3	1	199	1	218	5.62e-83	275.0	530	HRP29 tail-like variant 1	1243	tailspike depolymerase with fiber-like elements	Different	0.41	0.18	0.18	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_068_KL15_PROTEIN_53	75.309	162	29	1	1	151	1	162	3.8000000000000004e-80	259.0	530	HRP29 tail-like variant 1	681	RaK2 gp526-like	Different	0.31	0.24	0.24	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_067_KL40_PROTEIN_56	78.431	153	33	0	1	153	1	153	2.1400000000000003e-79	262.0	530	HRP29 tail-like variant 1	931	tailspike depolymerase	Different	0.29	0.16	0.16	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_066_KL72_PROTEIN_53	65.625	192	59	2	1	185	1	192	5.52e-72	238.0	530	HRP29 tail-like variant 1	724	HRP29 tail-like variant 2	Different	0.36	0.27	0.27	Nterminal sharing	
LIT_031_KL47_PROTEIN_46	LIT_062_KL71_PROTEIN_55	65.104	192	60	2	1	185	1	192	3.05e-71	238.0	530	HRP29 tail-like variant 1	834	tailspike depolymerase	Different	0.36	0.23	0.23	Nterminal sharing	
LIT_033_KL22_PROTEIN_48	REC_007_KL13KL2_PROTEIN_46	73.092	249	66	1	1	248	1	249	1.1600000000000001e-125	383.0	744	tailspike depolymerase	602	HRP29 tail-like variant 1	Different	0.33	0.41	0.33	Nterminal sharing	
LIT_033_KL22_PROTEIN_48	LIT_068_KL15_PROTEIN_53	77.381	168	31	1	1	168	1	161	1.29e-81	269.0	744	tailspike depolymerase	681	RaK2 gp526-like	Different	0.23	0.25	0.23	Nterminal sharing	
LIT_033_KL22_PROTEIN_48	LIT_044_KN2_PROTEIN_8	82.051	156	28	0	1	156	1	156	2.77e-78	268.0	744	tailspike depolymerase	1243	tailspike depolymerase with fiber-like elements	Different	0.21	0.13	0.13	Nterminal sharing	
LIT_033_KL22_PROTEIN_48	LIT_067_KL40_PROTEIN_56	81.046	153	29	0	1	153	1	153	3.32e-77	262.0	744	tailspike depolymerase	931	tailspike depolymerase	Same	0.21	0.16	0.16	Nterminal sharing	
LIT_033_KL22_PROTEIN_48	LIT_062_KL71_PROTEIN_55	78.71	155	33	0	1	155	1	155	2.2199999999999998e-67	233.0	744	tailspike depolymerase	834	tailspike depolymerase	Same	0.21	0.19	0.19	Nterminal sharing	
LIT_033_KL22_PROTEIN_48	LIT_066_KL72_PROTEIN_53	79.355	155	32	0	1	155	1	155	2.6899999999999998e-67	231.0	744	tailspike depolymerase	724	HRP29 tail-like variant 2	Different	0.21	0.21	0.21	Nterminal sharing	
LIT_034_KL22_PROTEIN_51	REC_007_KL13KL2_PROTEIN_46	73.092	249	66	1	1	248	1	249	2.48e-125	382.0	744	tailspike depolymerase	602	HRP29 tail-like variant 1	Different	0.33	0.41	0.33	Nterminal sharing	
LIT_034_KL22_PROTEIN_51	LIT_068_KL15_PROTEIN_53	76.786	168	32	1	1	168	1	161	1.2e-80	266.0	744	tailspike depolymerase	681	RaK2 gp526-like	Different	0.23	0.25	0.23	Nterminal sharing	
LIT_034_KL22_PROTEIN_51	LIT_044_KN2_PROTEIN_8	81.41	156	29	0	1	156	1	156	2.02e-77	266.0	744	tailspike depolymerase	1243	tailspike depolymerase with fiber-like elements	Different	0.21	0.13	0.13	Nterminal sharing	
LIT_034_KL22_PROTEIN_51	LIT_067_KL40_PROTEIN_56	80.392	153	30	0	1	153	1	153	2.31e-76	260.0	744	tailspike depolymerase	931	tailspike depolymerase	Same	0.21	0.16	0.16	Nterminal sharing	
LIT_034_KL22_PROTEIN_51	LIT_062_KL71_PROTEIN_55	78.065	155	34	0	1	155	1	155	1.7700000000000001e-66	231.0	744	tailspike depolymerase	834	tailspike depolymerase	Same	0.21	0.19	0.19	Nterminal sharing	
LIT_034_KL22_PROTEIN_51	LIT_066_KL72_PROTEIN_53	78.71	155	33	0	1	155	1	155	2.3000000000000002e-66	228.0	744	tailspike depolymerase	724	HRP29 tail-like variant 2	Different	0.21	0.21	0.21	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_130_KL17_PROTEIN_23	81.443	194	36	0	1	194	1	194	2.3900000000000002e-88	289.0	762	tailspike depolymerase	729	tailspike depolymerase	Same	0.25	0.27	0.25	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_114_KL54_PROTEIN_23	82.99	194	33	0	1	194	1	194	3.13e-88	288.0	762	tailspike depolymerase	729	tailspike depolymerase	Same	0.25	0.27	0.25	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_107_KL64_PROTEIN_24	83.505	194	32	0	1	194	1	194	6.41e-88	292.0	762	tailspike depolymerase	952	tailspike depolymerase	Same	0.25	0.2	0.2	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_110_KL6KL7_PROTEIN_23	81.443	194	36	0	1	194	1	194	7.74e-87	288.0	762	tailspike depolymerase	870	tailspike depolymerase	Same	0.25	0.22	0.22	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_106_KL38_PROTEIN_24	77.619	210	46	1	1	210	1	209	9.67e-86	290.0	762	tailspike depolymerase	1171	tailspike depolymerase with fiber-like elements	Different	0.28	0.18	0.18	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_118_KL14_PROTEIN_25	81.347	193	36	0	1	193	1	193	1.31e-81	275.0	762	tailspike depolymerase	941	tailspike depolymerase	Same	0.25	0.21	0.21	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	REC_034_KL62_PROTEIN_30	74.641	209	46	1	1	209	1	202	4.42e-81	268.0	762	tailspike depolymerase	692	tailspike depolymerase	Same	0.27	0.3	0.27	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_116_KL31KL37_PROTEIN_25	90.395	177	17	0	1	177	1	177	4.43e-80	270.0	762	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.23	0.2	0.2	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_108_KL11KL28KL33_PROTEIN_25	90.395	177	17	0	1	177	1	177	4.43e-80	270.0	762	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.23	0.2	0.2	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	REC_027_KL5_PROTEIN_35	77.249	189	43	0	1	189	1	189	3.6700000000000004e-79	267.0	762	tailspike depolymerase	857	tailspike depolymerase	Same	0.25	0.22	0.22	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_113_KL46_PROTEIN_23	77.612	201	38	1	1	194	1	201	7.2e-79	267.0	762	tailspike depolymerase	927	tailspike depolymerase with fiber-like elements	Different	0.26	0.22	0.22	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_117_Kn_PROTEIN_25	87.425	167	21	0	1	167	1	167	3.68e-74	253.0	762	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.19	0.19	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_119_Kn_PROTEIN_25	86.826	167	22	0	1	167	1	167	7.059999999999999e-74	253.0	762	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.22	0.19	0.19	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_120_KL28KL69_PROTEIN_24	82.249	169	30	0	1	169	1	169	2.51e-72	249.0	762	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.22	0.17	0.17	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_115_Kn_PROTEIN_25	73.224	183	35	1	1	169	1	183	2.56e-72	249.0	762	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.24	0.19	0.19	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_112_KL53_PROTEIN_24	63.507	211	69	2	1	204	1	210	3.62e-72	247.0	762	tailspike depolymerase	852	tailspike depolymerase	Same	0.28	0.25	0.25	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_103_KL28KL69_PROTEIN_24	82.84	169	29	0	1	169	1	169	2.2299999999999997e-68	237.0	762	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.22	0.19	0.19	Nterminal sharing	
LIT_035_KL24_PROTEIN_2	LIT_123_KL43KL50KL69_PROTEIN_28	56.0	175	77	0	1	175	1	175	2.72e-53	195.0	762	tailspike depolymerase	1314	L-shaped tail fiber-like	Different	0.23	0.13	0.13	Nterminal sharing	
LIT_036_KL106_PROTEIN_44	REC_044_KN4_PROTEIN_47	79.87	154	31	0	1	154	1	154	4.7499999999999996e-74	253.0	778	tailspike depolymerase	850	tailspike depolymerase	Same	0.2	0.18	0.18	Nterminal sharing	
LIT_036_KL106_PROTEIN_44	LIT_090_KL27_PROTEIN_48	72.892	166	44	1	1	165	1	166	1.1100000000000001e-66	235.0	778	tailspike depolymerase	1242	tailspike depolymerase with fiber-like elements	Different	0.21	0.13	0.13	Nterminal sharing	
LIT_036_KL106_PROTEIN_44	REC_042_KN1_PROTEIN_43	69.481	154	47	0	1	154	1	154	1.8e-60	214.0	778	tailspike depolymerase	820	tailspike depolymerase with fiber-like elements	Different	0.2	0.19	0.19	Nterminal sharing	
LIT_036_KL106_PROTEIN_44	REC_041_KN1_PROTEIN_43	68.831	154	48	0	1	154	1	154	4.7099999999999996e-60	213.0	778	tailspike depolymerase	819	tailspike depolymerase with fiber-like elements	Different	0.2	0.19	0.19	Nterminal sharing	
LIT_036_KL106_PROTEIN_44	LIT_078_KL30KL35KL36_PROTEIN_48	67.257	113	35	2	1	111	1	113	6.27e-41	156.0	778	tailspike depolymerase	856	tailspike depolymerase with fiber-like elements	Different	0.15	0.13	0.13	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	LIT_088_KL2KL37_PROTEIN_48	53.125	64	24	1	1	58	1	64	2.58e-12	63.9	536	tailspike depolymerase	524	tailspike depolymerase	Same	0.12	0.12	0.12	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	LIT_082_KL26KL74_PROTEIN_50	58.0	50	18	1	1	47	1	50	1.05e-10	58.9	536	tailspike depolymerase	595	tailspike depolymerase	Same	0.09	0.08	0.08	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	LIT_042_KL1KL2KL57_PROTEIN_46	58.0	50	19	1	1	48	1	50	1.61e-09	55.1	536	tailspike depolymerase	511	GDSL-like lipase containing tailspike	Different	0.09	0.1	0.09	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	LIT_079_KL74_PROTEIN_52	64.103	39	14	0	1	39	1	39	3.76e-09	53.9	536	tailspike depolymerase	521	tailspike depolymerase	Same	0.07	0.07	0.07	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	REC_019_KL21KL3_PROTEIN_44	52.941	51	21	1	1	51	1	48	8.1e-09	52.8	536	tailspike depolymerase	576	tailspike depolymerase	Same	0.1	0.09	0.09	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	LIT_041_KL1KL2KL57_PROTEIN_46	70.0	30	9	0	1	30	1	30	2.78e-08	50.8	536	tailspike depolymerase	560	tailspike depolymerase	Same	0.06	0.05	0.05	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	REC_018_KL21_PROTEIN_42	60.0	35	14	0	2	36	1	35	8.32e-08	49.7	536	tailspike depolymerase	575	tailspike depolymerase	Same	0.07	0.06	0.06	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	LIT_085_KL56_PROTEIN_48	52.083	48	20	1	1	45	2	49	4.83e-07	47.0	536	tailspike depolymerase	678	tailspike depolymerase	Same	0.09	0.07	0.07	Nterminal sharing	
LIT_036_KL106_PROTEIN_45	REC_030_KL56KN3_PROTEIN_42	54.545	44	17	1	5	45	6	49	4.57e-06	43.9	536	tailspike depolymerase	678	tailspike depolymerase	Same	0.08	0.06	0.06	Nterminal sharing	
LIT_037_KL106_PROTEIN_42	REC_044_KN4_PROTEIN_47	79.87	154	31	0	1	154	1	154	7.88e-74	252.0	778	tailspike depolymerase	850	tailspike depolymerase	Same	0.2	0.18	0.18	Nterminal sharing	
LIT_037_KL106_PROTEIN_42	LIT_090_KL27_PROTEIN_48	71.687	166	46	1	1	165	1	166	1.3e-65	232.0	778	tailspike depolymerase	1242	tailspike depolymerase with fiber-like elements	Different	0.21	0.13	0.13	Nterminal sharing	
LIT_037_KL106_PROTEIN_42	REC_042_KN1_PROTEIN_43	68.831	154	48	0	1	154	1	154	1.09e-59	212.0	778	tailspike depolymerase	820	tailspike depolymerase with fiber-like elements	Different	0.2	0.19	0.19	Nterminal sharing	
LIT_037_KL106_PROTEIN_42	REC_041_KN1_PROTEIN_43	68.182	154	49	0	1	154	1	154	3.1400000000000003e-59	210.0	778	tailspike depolymerase	819	tailspike depolymerase with fiber-like elements	Different	0.2	0.19	0.19	Nterminal sharing	
LIT_037_KL106_PROTEIN_42	LIT_078_KL30KL35KL36_PROTEIN_48	67.257	113	35	2	1	111	1	113	6.16e-41	156.0	778	tailspike depolymerase	856	tailspike depolymerase with fiber-like elements	Different	0.15	0.13	0.13	Nterminal sharing	
LIT_037_KL106_PROTEIN_43	LIT_088_KL2KL37_PROTEIN_48	53.125	64	24	1	1	58	1	64	5.06e-12	62.8	536	tailspike depolymerase	524	tailspike depolymerase	Same	0.12	0.12	0.12	Nterminal sharing	
LIT_037_KL106_PROTEIN_43	LIT_082_KL26KL74_PROTEIN_50	58.0	50	18	1	1	47	1	50	1.58e-10	58.2	536	tailspike depolymerase	595	tailspike depolymerase	Same	0.09	0.08	0.08	Nterminal sharing	
LIT_037_KL106_PROTEIN_43	LIT_042_KL1KL2KL57_PROTEIN_46	56.0	50	20	1	1	48	1	50	3.31e-09	53.9	536	tailspike depolymerase	511	GDSL-like lipase containing tailspike	Different	0.09	0.1	0.09	Nterminal sharing	
LIT_037_KL106_PROTEIN_43	LIT_079_KL74_PROTEIN_52	61.538	39	15	0	1	39	1	39	7.02e-09	52.8	536	tailspike depolymerase	521	tailspike depolymerase	Same	0.07	0.07	0.07	Nterminal sharing	
LIT_037_KL106_PROTEIN_43	LIT_041_KL1KL2KL57_PROTEIN_46	70.0	30	9	0	1	30	1	30	2.78e-08	50.8	536	tailspike depolymerase	560	tailspike depolymerase	Same	0.06	0.05	0.05	Nterminal sharing	
LIT_037_KL106_PROTEIN_43	REC_018_KL21_PROTEIN_42	57.143	35	15	0	2	36	1	35	1.72e-07	48.5	536	tailspike depolymerase	575	tailspike depolymerase	Same	0.07	0.06	0.06	Nterminal sharing	
LIT_037_KL106_PROTEIN_43	LIT_085_KL56_PROTEIN_48	52.083	48	20	1	1	45	2	49	6.36e-07	46.6	536	tailspike depolymerase	678	tailspike depolymerase	Same	0.09	0.07	0.07	Nterminal sharing	
LIT_038_KL22_PROTEIN_51	REC_007_KL13KL2_PROTEIN_46	72.691	249	67	1	1	248	1	249	1.8400000000000001e-124	381.0	780	tailspike depolymerase	602	HRP29 tail-like variant 1	Different	0.32	0.41	0.32	Nterminal sharing	
LIT_038_KL22_PROTEIN_51	LIT_068_KL15_PROTEIN_53	76.786	168	32	1	1	168	1	161	1.05e-80	268.0	780	tailspike depolymerase	681	RaK2 gp526-like	Different	0.22	0.25	0.22	Nterminal sharing	
LIT_038_KL22_PROTEIN_51	LIT_044_KN2_PROTEIN_8	81.41	156	29	0	1	156	1	156	2.87e-77	266.0	780	tailspike depolymerase	1243	tailspike depolymerase with fiber-like elements	Different	0.2	0.13	0.13	Nterminal sharing	
LIT_038_KL22_PROTEIN_51	LIT_067_KL40_PROTEIN_56	80.392	153	30	0	1	153	1	153	2.62e-76	260.0	780	tailspike depolymerase	931	tailspike depolymerase	Same	0.2	0.16	0.16	Nterminal sharing	
LIT_038_KL22_PROTEIN_51	LIT_062_KL71_PROTEIN_55	78.065	155	34	0	1	155	1	155	1.33e-66	232.0	780	tailspike depolymerase	834	tailspike depolymerase	Same	0.2	0.19	0.19	Nterminal sharing	
LIT_038_KL22_PROTEIN_51	LIT_066_KL72_PROTEIN_53	78.71	155	33	0	1	155	1	155	2.2e-66	229.0	780	tailspike depolymerase	724	HRP29 tail-like variant 2	Different	0.2	0.21	0.2	Nterminal sharing	
LIT_039_KL22_PROTEIN_49	REC_007_KL13KL2_PROTEIN_46	73.494	249	65	1	1	248	1	249	4.41e-126	385.0	780	tailspike depolymerase	602	HRP29 tail-like variant 1	Different	0.32	0.41	0.32	Nterminal sharing	
LIT_039_KL22_PROTEIN_49	LIT_068_KL15_PROTEIN_53	77.381	168	31	1	1	168	1	161	1.7e-81	270.0	780	tailspike depolymerase	681	RaK2 gp526-like	Different	0.22	0.25	0.22	Nterminal sharing	
LIT_039_KL22_PROTEIN_49	LIT_044_KN2_PROTEIN_8	82.051	156	28	0	1	156	1	156	6.4e-78	268.0	780	tailspike depolymerase	1243	tailspike depolymerase with fiber-like elements	Different	0.2	0.13	0.13	Nterminal sharing	
LIT_039_KL22_PROTEIN_49	LIT_067_KL40_PROTEIN_56	81.046	153	29	0	1	153	1	153	4.63e-77	263.0	780	tailspike depolymerase	931	tailspike depolymerase	Same	0.2	0.16	0.16	Nterminal sharing	
LIT_039_KL22_PROTEIN_49	LIT_062_KL71_PROTEIN_55	78.71	155	33	0	1	155	1	155	2.2699999999999997e-67	234.0	780	tailspike depolymerase	834	tailspike depolymerase	Same	0.2	0.19	0.19	Nterminal sharing	
LIT_039_KL22_PROTEIN_49	LIT_066_KL72_PROTEIN_53	79.355	155	32	0	1	155	1	155	3.68e-67	231.0	780	tailspike depolymerase	724	HRP29 tail-like variant 2	Different	0.2	0.21	0.2	Nterminal sharing	
LIT_040_KL22_PROTEIN_48	LIT_068_KL15_PROTEIN_53	82.099	162	18	1	1	151	1	162	3.35e-85	280.0	791	tailspike depolymerase	681	RaK2 gp526-like	Different	0.2	0.24	0.2	Nterminal sharing	
LIT_040_KL22_PROTEIN_48	LIT_044_KN2_PROTEIN_8	74.332	187	43	1	1	182	1	187	8.58e-84	285.0	791	tailspike depolymerase	1243	tailspike depolymerase with fiber-like elements	Different	0.24	0.15	0.15	Nterminal sharing	
LIT_040_KL22_PROTEIN_48	LIT_067_KL40_PROTEIN_56	83.007	153	26	0	1	153	1	153	4.93e-80	271.0	791	tailspike depolymerase	931	tailspike depolymerase	Same	0.19	0.16	0.16	Nterminal sharing	
LIT_040_KL22_PROTEIN_48	LIT_062_KL71_PROTEIN_55	73.988	173	45	0	1	173	1	173	6.25e-71	244.0	791	tailspike depolymerase	834	tailspike depolymerase	Same	0.22	0.21	0.21	Nterminal sharing	
LIT_040_KL22_PROTEIN_48	LIT_066_KL72_PROTEIN_53	80.0	155	31	0	1	155	1	155	2.32e-69	238.0	791	tailspike depolymerase	724	HRP29 tail-like variant 2	Different	0.2	0.21	0.2	Nterminal sharing	
LIT_041_KL1KL2KL57_PROTEIN_45	REC_044_KN4_PROTEIN_47	84.416	154	24	0	1	154	1	154	5.32e-78	265.0	832	tailspike depolymerase	850	tailspike depolymerase	Same	0.19	0.18	0.18	Nterminal sharing	
LIT_041_KL1KL2KL57_PROTEIN_45	LIT_090_KL27_PROTEIN_48	71.839	174	47	2	1	172	1	174	4.7299999999999995e-68	241.0	832	tailspike depolymerase	1242	tailspike depolymerase with fiber-like elements	Different	0.21	0.14	0.14	Nterminal sharing	
LIT_041_KL1KL2KL57_PROTEIN_45	REC_042_KN1_PROTEIN_43	70.13	154	46	0	1	154	1	154	2.39e-62	220.0	832	tailspike depolymerase	820	tailspike depolymerase with fiber-like elements	Different	0.19	0.19	0.19	Nterminal sharing	
LIT_041_KL1KL2KL57_PROTEIN_45	REC_041_KN1_PROTEIN_43	68.831	154	48	0	1	154	1	154	3.67e-61	217.0	832	tailspike depolymerase	819	tailspike depolymerase with fiber-like elements	Different	0.19	0.19	0.19	Nterminal sharing	
